"vendor_id","vendor_name","pick_note_number","date","key","ws_code","batch_number","quantity","month"
342,J.R.SHAH AND COMPANY,PR201008001,"01-10-2024","342_19316_O309",19316,O309,1,Oct-2024
356,ATUL MEDICAL AGENCY,PR201008005,"01-10-2024","356_4382_K2400513",4382,K2400513,1,Oct-2024
357,DHRUVI HEALTHCARE PVT LTD,PR201008007,"01-10-2024","357_1091_BASM036",1091,BASM036,1,Oct-2024
358,B K DISTRIBUTORS,PR201007997,"01-10-2024","358_23588_2C29L009",23588,"2C29L009",85,Oct-2024
359,D K PHARMA,PR201008003,"01-10-2024","359_5457_KGA2301A",5457,KGA2301A,1,Oct-2024
370,K B SHAH AND CO,PR201008000,"01-10-2024","370_13252_4HU11",13252,"4HU11",1,Oct-2024
370,K B SHAH AND CO,PR201008002,"01-10-2024","370_5637_EGLQ4001",5637,EGLQ4001,1,Oct-2024
371,K.CHIMANLAL  CO,PR201007996,"01-10-2024","371_14031_23CH0149",14031,"23CH0149",4,Oct-2024
371,K.CHIMANLAL  CO,PR201007996,"01-10-2024","371_20796_24S2GTA125",20796,"24S2GTA125",2,Oct-2024
386,PARAS DISTRIBUTORS,PR201008004,"01-10-2024","386_19628_18240717A",19628,"18240717A",1,Oct-2024
386,PARAS DISTRIBUTORS,PR201008004,"01-10-2024","386_9845_N23292",9845,N23292,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008006,"01-10-2024","399_1798_2283K004",1798,"2283K004",1,Oct-2024
400,SHAH MEDICAL STORE,PR201007995,"01-10-2024","400_10416_H24039",10416,H24039,1,Oct-2024
417,VPD MEDI INDIA PRIVATE LIMITED,PR201007999,"01-10-2024","417_15982_BRVTA3010A",15982,BRVTA3010A,2,Oct-2024
424,MONO PHARMACARE LIMITED,PR201007998,"01-10-2024","424_8595_833K014",8595,"833K014",3,Oct-2024
345,HARIKRUPA CHEMIST,PR201008016,"02-10-2024","345_17805_A206",17805,A206,1,Oct-2024
345,HARIKRUPA CHEMIST,PR201008012,"02-10-2024","345_18689_702302",18689,"702302",2,Oct-2024
345,HARIKRUPA CHEMIST,PR201008012,"02-10-2024","345_3106_11D241",3106,"11D241",1,Oct-2024
370,K B SHAH AND CO,PR201008008,"02-10-2024","370_19127_TLRS0037",19127,TLRS0037,1,Oct-2024
370,K B SHAH AND CO,PR201008020,"02-10-2024","370_4950_E7AHV028",4950,E7AHV028,1,Oct-2024
370,K B SHAH AND CO,PR201008019,"02-10-2024","370_7326_722300332",7326,"722300332",1,Oct-2024
371,K.CHIMANLAL  CO,PR201008010,"02-10-2024","371_3329_EL812",3329,EL812,1,Oct-2024
375,MAHENDRA MEDICINES,PR201008009,"02-10-2024","375_14855_HM9793",14855,HM9793,1,Oct-2024
378,MAHESH MEDICAL STORES,PR201008018,"02-10-2024","378_3099_GKF0889A",3099,GKF0889A,1,Oct-2024
378,MAHESH MEDICAL STORES,PR201008018,"02-10-2024","378_6999_JME0020A",6999,JME0020A,1,Oct-2024
386,PARAS DISTRIBUTORS,PR201008014,"02-10-2024","386_9845_N23378",9845,N23378,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008015,"02-10-2024","399_20087_MT242197",20087,MT242197,1,Oct-2024
401,SHARDA MEDICAL AGENCY (E),PR201008021,"02-10-2024","401_14454_1240356",14454,"1240356",1,Oct-2024
407,SHRIJI PHARMA,PR201008013,"02-10-2024","407_12920_607CPAP4",12920,"607CPAP4",2,Oct-2024
407,SHRIJI PHARMA,PR201008013,"02-10-2024","407_13134_TN240502",13134,TN240502,1,Oct-2024
417,VPD MEDI INDIA PRIVATE LIMITED,PR201008011,"02-10-2024","417_11645_4SN0132",11645,"4SN0132",1,Oct-2024
358,B K DISTRIBUTORS,PR201008955,"02-12-2024","358_19270_HTK0161",19270,HTK0161,2,Dec-2024
370,K B SHAH AND CO,PR201008950,"02-12-2024","370_2230_B4NA172",2230,B4NA172,3,Dec-2024
371,K.CHIMANLAL  CO,PR201008945,"02-12-2024","371_23446_HCF040523",23446,HCF040523,5,Dec-2024
375,MAHENDRA MEDICINES,PR201008946,"02-12-2024","375_26839_D240506",26839,D240506,13,Dec-2024
378,MAHESH MEDICAL STORES,PR201008949,"02-12-2024","378_5611_DT3924E",5611,DT3924E,18,Dec-2024
388,PHARMA DISTRIBUTOR,PR201008953,"02-12-2024","388_13311_240810670",13311,"240810670",100,Dec-2024
388,PHARMA DISTRIBUTOR,PR201008944,"02-12-2024","388_18705_M230420",18705,M230420,3,Dec-2024
399,SHAH KOTHARI BROS,PR201008954,"02-12-2024","399_16463_4M50557",16463,"4M50557",10,Dec-2024
401,SHARDA MEDICAL AGENCY (E),PR201008947,"02-12-2024","401_718_GT18003",718,GT18003,1,Dec-2024
404,SHRIJI DISTRIBUTORS,PR201008952,"02-12-2024","404_13282_C5CIX001",13282,C5CIX001,3,Dec-2024
404,SHRIJI DISTRIBUTORS,PR201008948,"02-12-2024","404_7617_BP301",7617,BP301,1,Dec-2024
407,SHRIJI PHARMA,PR201008951,"02-12-2024","407_11317_CR24037",11317,CR24037,6,Dec-2024
322,AHMEDABAD MEDICAL CORPORATION,PR201008027,"03-10-2024","322_1473_GKF0018A",1473,GKF0018A,1,Oct-2024
370,K B SHAH AND CO,PR201008022,"03-10-2024","370_5632_AGIV24002",5632,AGIV24002,1,Oct-2024
370,K B SHAH AND CO,PR201008094,"03-10-2024","370_6089_HRTPC0124",6089,HRTPC0124,2,Oct-2024
371,K.CHIMANLAL  CO,PR201008026,"03-10-2024","371_10878_MSG24011",10878,MSG24011,2,Oct-2024
371,K.CHIMANLAL  CO,PR201008026,"03-10-2024","371_13787_12T24006",13787,"12T24006",3,Oct-2024
371,K.CHIMANLAL  CO,PR201008028,"03-10-2024","371_19010_FLA4F3",19010,FLA4F3,2,Oct-2024
371,K.CHIMANLAL  CO,PR201008028,"03-10-2024","371_3329_EL812",3329,EL812,1,Oct-2024
388,PHARMA DISTRIBUTOR,PR201008023,"03-10-2024","388_23625_001E23QS",23625,"001E23QS",1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_10106_PST23043",10106,PST23043,11,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_10303_PR240202",10303,PR240202,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_11536_GKF0480A",11536,GKF0480A,5,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_12185_SC3013",12185,SC3013,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_12185_SC3016",12185,SC3016,7,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_12228_SBL2210",12228,SBL2210,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_1247_K2300858",1247,K2300858,5,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_12836_L1523559",12836,L1523559,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_12836_L1524018",12836,L1524018,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_12963_U302895",12963,U302895,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_12963_UA00247",12963,UA00247,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_13592_GTE0932A",13592,GTE0932A,14,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_13718_GTF0534A",13718,GTF0534A,7,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_13826_JKGP23012",13826,JKGP23012,3,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_14281_N2400382",14281,N2400382,7,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_14756_TUA80",14756,TUA80,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_15037_OD34K019",15037,OD34K019,3,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_15815_A23152SU",15815,A23152SU,8,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_15916_TL23048",15916,TL23048,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_16614_2LN9K002",16614,"2LN9K002",2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_17149_S24109402C",17149,S24109402C,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_18610_23I1834",18610,"23I1834",1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_18857_BSSL23005",18857,BSSL23005,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_19432_AA035",19432,AA035,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_19765_OND23249SR",19765,OND23249SR,5,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_19818_AGMN23001",19818,AGMN23001,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_19818_GGMN22002",19818,GGMN22002,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_20094_SXE2196A",20094,SXE2196A,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_20150_EMV240232A",20150,EMV240232A,7,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_20174_GATV23003",20174,GATV23003,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_20214_K2301222",20214,K2301222,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_20225_KPN2309A",20225,KPN2309A,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_2095_CACY23002",2095,CACY23002,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_223_3CAS024",223,"3CAS024",1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_23054_GTF1455A",23054,GTF1455A,15,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_23262_BH500",23262,BH500,27,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_23424_24250065",23424,"24250065",6,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_23505_BIUB23035",23505,BIUB23035,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_2842_WM009",2842,WM009,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_318_PVMAG19",318,PVMAG19,4,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_3653_SIE2418A",3653,SIE2418A,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_3783_SPH231345",3783,SPH231345,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_3897_ZF3004",3897,ZF3004,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_4220_T241189",4220,T241189,3,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_4227_FA3803002",4227,FA3803002,4,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_5153_AFTL24008",5153,AFTL24008,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_5310_24S2GTA001",5310,"24S2GTA001",2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_5704_2308001188",5704,"2308001188",1,Oct-2024
399,SHAH KOTHARI BROS,PR201008024,"03-10-2024","399_5880_MET240529",5880,MET240529,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_6041_W21381",6041,W21381,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_6047_24S2HTA247",6047,"24S2HTA247",2,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_6123_M4062",6123,M4062,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_6262_FJA0037",6262,FJA0037,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_6347_RGA0165",6347,RGA0165,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_6536_EB40020",6536,EB40020,20,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_6592_N2302959",6592,N2302959,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_6919_GKE1355A",6919,GKE1355A,6,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_7301_J304788",7301,J304788,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_7664_ELLG2368A",7664,ELLG2368A,2,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_7690_LGCC23004",7690,LGCC23004,1,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_7780_KAJ2401A",7780,KAJ2401A,11,Oct-2024
399,SHAH KOTHARI BROS,PR201008031,"03-10-2024","399_809_22SAR396",809,"22SAR396",7,Oct-2024
399,SHAH KOTHARI BROS,PR201008030,"03-10-2024","399_8383_MFE23002",8383,MFE23002,4,Oct-2024
399,SHAH KOTHARI BROS,PR201008029,"03-10-2024","399_994_23S2GCA995",994,"23S2GCA995",5,Oct-2024
407,SHRIJI PHARMA,PR201008093,"03-10-2024","407_18863_E3L0907",18863,E3L0907,1,Oct-2024
417,VPD MEDI INDIA PRIVATE LIMITED,PR201008095,"03-10-2024","417_787_ARGS0035",787,ARGS0035,1,Oct-2024
370,K B SHAH AND CO,PR201008958,"03-12-2024","370_17649_HT2301275",17649,HT2301275,1,Dec-2024
371,K.CHIMANLAL  CO,PR201008957,"03-12-2024","371_16366_L23FX002",16366,L23FX002,1,Dec-2024
375,MAHENDRA MEDICINES,PR201008961,"03-12-2024","375_9752_BEZ1071",9752,BEZ1071,2,Dec-2024
378,MAHESH MEDICAL STORES,PR201008960,"03-12-2024","378_7030_C6044039AK",7030,C6044039AK,1,Dec-2024
388,PHARMA DISTRIBUTOR,PR201008962,"03-12-2024","388_8689_240910765",8689,"240910765",690,Dec-2024
347,ARHAM AGENCY,PR201008112,"04-10-2024","347_19454_SA22784",19454,SA22784,1,Oct-2024
357,DHRUVI HEALTHCARE PVT LTD,PR201008103,"04-10-2024","357_15969_PYEBP02",15969,PYEBP02,1,Oct-2024
357,DHRUVI HEALTHCARE PVT LTD,PR201008113,"04-10-2024","357_17321_IKT2418",17321,IKT2418,1,Oct-2024
357,DHRUVI HEALTHCARE PVT LTD,PR201008103,"04-10-2024","357_19294_GEK0040",19294,GEK0040,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_10072_ICJ0321",10072,ICJ0321,10,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_10332_PEAS0030",10332,PEAS0030,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_10507_R23081118",10507,R23081118,9,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_10507_R24081103",10507,R24081103,80,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_10841_E16GU23005",10841,E16GU23005,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_10887_372200608",10887,"372200608",2,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_1121_2312093",1121,"2312093",1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_11277_AREB24033",11277,AREB24033,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_11321_1231372",11321,"1231372",1,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_11356_HTY026",11356,HTY026,1,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_11356_HTZ037",11356,HTZ037,3,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_11356_HTZ039",11356,HTZ039,5,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_12193_BRD01012B",12193,BRD01012B,3,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_12205_SIBS0023",12205,SIBS0023,6,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_12269_SIE2922A",12269,SIE2922A,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_12383_HR0151",12383,HR0151,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_12447_ASPA24001",12447,ASPA24001,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_1248_D223228",1248,D223228,2,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_12667_G2766",12667,G2766,2,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_12841_B840",12841,B840,3,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_12861_2305102H",12861,"2305102H",1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_12910_NCA0043",12910,NCA0043,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_12910_NCB0006",12910,NCB0006,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_13430_DRD08189B",13430,DRD08189B,3,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_13810_CG102",13810,CG102,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_13839_GTMU23001",13839,GTMU23001,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_13839_GTMU23002",13839,GTMU23002,3,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_14213_494A004",14213,"494A004",1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_14239_A5ENW002",14239,A5ENW002,8,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_14638_VGWM153",14638,VGWM153,3,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_1470_LAZ0035",1470,LAZ0035,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_1474_BTH23062",1474,BTH23062,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_15318_GZOM24001",15318,GZOM24001,3,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_154_O301",154,O301,2,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_15615_DN123334",15615,DN123334,5,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_15615_DN123380",15615,DN123380,6,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_15636_L0893010",15636,L0893010,2,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_15857_GRM23002",15857,GRM23002,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_16183_SEX067",16183,SEX067,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_1624_442200643",1624,"442200643",1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_16515_OPL23001",16515,OPL23001,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_16654_HLLF2304B",16654,HLLF2304B,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_16830_014C029",16830,"014C029",1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_17142_LDSR102",17142,LDSR102,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_17142_LDSR96",17142,LDSR96,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_17146_AW23003",17146,AW23003,4,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_1730_ZPQ5AA3003",1730,ZPQ5AA3003,4,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_17834_D230653",17834,D230653,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_17997_GOD22013",17997,GOD22013,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_18108_FVAB14",18108,FVAB14,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_1811_GKF0094B",1811,GKF0094B,2,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_18230_2318600",18230,"2318600",1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_18242_DNF0425A",18242,DNF0425A,1,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_18362_T030359",18362,T030359,3,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_18748_DRD10424A",18748,DRD10424A,3,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_18762_BE0167",18762,BE0167,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_18945_MT240517",18945,MT240517,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_1901_J6HPW008",1901,J6HPW008,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_1901_J6HPW017",1901,J6HPW017,12,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_19089_WPB0003",19089,WPB0003,3,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_19130_GTLN23004",19130,GTLN23004,12,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_19153_623071D7",19153,"623071D7",1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_19231_CACS0036",19231,CACS0036,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_19253_FHA0743",19253,FHA0743,10,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_19322_PABJU05",19322,PABJU05,2,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_19433_AFB23H51",19433,AFB23H51,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_19846_PABJY10",19846,PABJY10,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_20046_C51135",20046,C51135,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_20048_56AY06",20048,"56AY06",5,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_20091_P430094",20091,P430094,20,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_20097_W2ALW040",20097,W2ALW040,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_20127_GREP23011",20127,GREP23011,2,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_20249_P8AHX083",20249,P8AHX083,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_20278_E16LH23003",20278,E16LH23003,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_20297_40060",20297,"40060",6,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_20374_XSRA22018",20374,XSRA22018,5,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_20374_XSRA23021",20374,XSRA23021,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_20493_OTIS0013",20493,OTIS0013,6,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_20560_HTJ0148",20560,HTJ0148,5,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_21014_PABIZ21",21014,PABIZ21,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_21014_PABIZ22",21014,PABIZ22,5,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_21119_GB40020",21119,GB40020,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_21775_R23435101",21775,R23435101,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_2234_B3CU55",2234,B3CU55,1,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_2234_B4CU04",2234,B4CU04,4,Oct-2024
370,K B SHAH AND CO,PR201008101,"04-10-2024","370_2239_B3AU16",2239,B3AU16,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_23089_24S2HTA033",23089,"24S2HTA033",2,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_23236_DN124001",23236,DN124001,7,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_23263_D224188",23263,D224188,2,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_23409_PVOBQ04",23409,PVOBQ04,12,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_23544_AXB0086",23544,AXB0086,15,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_247_GKE1694A",247,GKE1694A,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_2501_26323010",2501,"26323010",1,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_2746_S23D061",2746,S23D061,2,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_2806_2413002V",2806,"2413002V",1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_3047_2351012S",3047,"2351012S",2,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3345_GDED22018",3345,GDED22018,4,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_3445_ZPID230004",3445,ZPID230004,13,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3626_DWDS0044",3626,DWDS0044,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_3627_DWBS0086",3627,DWBS0086,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3857_D120512",3857,D120512,2,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3857_D51141",3857,D51141,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3857_D51143",3857,D51143,3,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_3857_D51144",3857,D51144,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_4144_AY166",4144,AY166,2,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_4256_E16CZ24001",4256,E16CZ24001,1,Oct-2024
370,K B SHAH AND CO,PR201008098,"04-10-2024","370_4697_1231610",4697,"1231610",2,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_5013_AFZ1111",5013,AFZ1111,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_505_HTJ0120",505,HTJ0120,3,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_5195_ID32303",5195,ID32303,2,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_5243_FLT23001TP",5243,FLT23001TP,10,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_5263_CH761C",5263,CH761C,1,Oct-2024
370,K B SHAH AND CO,PR201008097,"04-10-2024","370_5281_BRY1360",5281,BRY1360,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_5624_GGMS22004",5624,GGMS22004,10,Oct-2024
370,K B SHAH AND CO,PR201008100,"04-10-2024","370_6001_Z06AF24002",6001,Z06AF24002,1,Oct-2024
370,K B SHAH AND CO,PR201008099,"04-10-2024","370_6053_G2990",6053,G2990,1,Oct-2024
370,K B SHAH AND CO,PR201008096,"04-10-2024","370_6256_E16DO23008",6256,E16DO23008,3,Oct-2024
